feature_id,chip_5d,dealer_ratio_5d,foreign_5d,institutional_net,short_squeeze_proxy,advance_ratio,us_sentiment_score,vol_ratio_20d,BETA_60,CNTD_20,CNTD_5,CNTN_20,CNTN_5,CNTP_20,CNTP_5,CORD_10,CORR_10,IMIN_20,IMXD_20,KLEN,KLOW,KLOW2,KMID,KSFT,KSFT2,KUP,KUP2,RESI_10,RESI_20,RESI_5,RESI_60,RSQR_10,RSQR_20,RSQR_60,VSTD_10,VSTD_20,linear_factor,ma10_bias,ma60_bias,margin_balance,margin_change_5d_ts,margin_ratio,return_3d,return_5d,rsi5_dulling,volatility_20d,volatility_5d,vwap_bias,tech_bullish_streak_5,tech_disposal_active,tech_gap_down,tech_gap_up,tech_limit_down_count_10,tech_limit_up_streak_10,tech_locked_open_down_10,tech_locked_open_up_10,l1_bbBandwidthPct,l1_bestFvgStrength,l1_bestOrderBlockStrength,l1_bosBullish,l1_brokerConcentration,l1_brokerNetAmount5d,l1_closeAboveMa60Pct,l1_dealerNet5d,l1_diTrend,l1_displacementPct,l1_eps,l1_foreignTrustNet5d,l1_macdHist,l1_monthlyRevenueMoM,l1_monthlyRevenueYoY,l1_return20d,l1_revenueGrowthYoY,l1_roe,l1_sectorFlowCore,l1_sectorRsRatio,l1_sectorTurnoverShareDelta,l1_smcBullishScore,l1_smcNetScore,l1_squeezeMomentum,l1_squeezeRelease,l1_volumeExpansion20,l1_volumeMomentumDivergence132710,mom_12m_1m,mom_9m,mom_close_to_52w_high,mom_hl52,mom_ma50_200_ratio,mom_macd_trend_10,mom_reversal_1m,mom_reversal_6m,mom_rsi_14,mom_vol_adj_12m,size_log_mktcap,tech_adx_14,tech_atr_14,tech_bbands_pctb_20,tech_bbi,tech_bias_20,tech_cmo_14,tech_dma_10_50,tech_donchian_pos_20,tech_ema_12_pos,tech_emv_14,tech_granville_score,tech_kd9_k,tech_kdj_j_9,tech_keltner_pos_20,tech_ma_convergence,tech_mfi_14,tech_mtm_10,tech_obv,tech_psy_12,tech_roc_10,tech_sar,tech_slow_kd_14,tech_sma_20_pos,tech_tower_3,tech_trix_12,tech_volume_ratio_5,tech_vr_26,tech_williams_r_14,tech_wma_10_pos,val_bp,val_dp,val_ep,val_sp,liq_amihud_21d,vola_cv_90d,vola_min_130d,vola_realized_12m,vola_realized_1m,vol_chg_turnover_1y,vol_cv_volprice_20d,vol_money_flow_5d,vol_share_turnover_21d,vol_signal_5d
l1_smcNetScore,0.227016,0.00909,0.193142,0.292324,0.280429,0.008153,0.008153,0.19336,0.193309,0.448502,0.435145,-0.376271,-0.374035,0.435145,0.445063,0.318238,0.297141,0.375447,-0.448495,0.271489,0.115341,0.005294,0.503417,0.424323,0.431033,0.1264,0.000949,0.339663,0.287673,0.394142,0.485333,-0.019769,-0.108758,0.01773,0.157606,0.131714,0.299238,0.56567,0.502913,0.040048,0.043938,-0.184998,0.410919,0.40403,0.252665,0.19058,0.210272,0.424472,0.259861,-0.050837,0.110532,0.211015,0.014122,-0.178418,0.016607,0.051071,0.100354,0.255294,0.698568,0.346394,-0.473913,0.309474,0.499998,0.11486,0.535318,0.698,0.060759,0.258348,0.362036,0.079754,0.090859,0.583537,0.020841,0.060458,0.125914,0.163025,0.072651,0.677751,1.0,0.580831,-0.006357,0.166244,0.074893,0.044753,0.198814,0.261741,0.333433,0.086854,0.290757,-0.56146,-0.228413,0.586597,0.203152,-0.07304,0.119355,-0.0933,0.699842,0.672248,-0.637599,0.586597,0.321644,0.671761,0.647296,0.311804,0.043194,0.458237,0.44572,0.676117,-0.020391,-0.467265,0.478032,0.395154,-0.315812,0.517241,0.423345,0.492463,0.6376,0.526161,0.396597,0.180469,0.396694,-0.63315,0.580337,-0.091353,-0.026066,-0.016949,-0.033335,-0.093871,-0.075387,-0.021703,-0.053779,-0.165977,0.278034,-0.096377,-0.52052,-0.140649,0.240793
l1_squeezeMomentum,0.269831,0.012693,0.205839,0.165804,0.357614,5e-05,5e-05,0.194215,0.217908,0.500253,0.419803,-0.46331,-0.39025,0.453768,0.403515,0.41128,0.29279,0.447016,-0.578667,0.162195,0.125928,0.053708,0.223925,0.209047,0.217014,0.073159,-0.003535,0.078862,0.250907,0.028399,0.696743,0.01328,0.035129,0.029936,0.157549,0.096917,0.310781,0.719651,0.622818,0.020723,0.080069,-0.15463,0.368163,0.465181,0.286743,0.187991,0.227325,0.209298,0.351453,-0.090836,0.101098,0.120449,0.088932,-0.252367,0.064936,0.056216,0.0413,0.248945,0.284118,0.261431,-0.326898,0.468392,0.624072,0.160074,0.664008,0.260766,0.048161,0.3003,0.693454,0.115095,0.10757,0.740887,0.006641,0.05319,0.179231,0.238598,0.086655,0.256536,0.580831,1.0,0.000189,0.31051,0.172754,-0.003695,0.203157,0.375559,0.359426,0.054425,0.420476,-0.715054,-0.251135,0.751418,0.181344,-0.064937,0.178833,-0.004077,0.78767,0.831303,-0.889866,0.751418,0.458603,0.82075,0.832359,0.618555,0.090726,0.723805,0.599516,0.814209,-0.049995,-0.593216,0.809136,0.481544,-0.493849,0.765268,0.665691,0.785023,0.889866,0.290871,0.524212,0.088793,0.429794,-0.763289,0.647027,-0.032182,-0.007206,-0.008337,-0.007671,-0.036302,0.007993,0.067861,0.056963,-0.048639,0.28899,-0.066237,-0.441616,-0.041669,0.365018
l1_squeezeRelease,0.002684,0.007382,0.002586,0.004414,0.018427,0.00473,0.00473,0.071598,-0.00722,-0.00472,0.002333,0.001762,-0.002497,-0.007678,0.001894,0.008393,0.01846,-0.061771,0.002543,0.010518,-0.010085,-0.014364,0.019365,0.02146,0.013373,-0.016032,-0.018401,0.019739,0.013942,0.023309,0.002125,0.032726,-0.06756,0.001774,-0.001299,-0.010601,-0.000813,0.003837,-0.000782,0.003182,0.011551,-0.007479,0.010912,0.006998,0.051664,-0.035784,0.011347,0.021375,0.040422,0.009548,-0.030098,0.033705,0.005322,0.00177,0.003024,-0.005119,-0.07588,0.050327,0.032082,0.121273,-0.004213,0.010249,-0.004197,0.005415,0.004021,0.027531,0.00458,-0.000651,0.001431,-4.3e-05,0.002225,-0.011101,0.001215,0.002791,-0.001654,0.004696,0.007586,0.048992,-0.006357,0.000189,1.0,0.046586,0.015065,0.001929,-0.002894,0.000345,-0.003968,-0.00428,-0.00812,0.009292,0.004015,0.002473,-0.003424,-0.004777,-0.058671,-0.008404,-0.005415,0.001308,0.003155,0.002473,-0.009399,-0.000331,0.001322,-0.003044,-0.010455,-0.003444,0.000938,-0.001527,0.046222,-0.007893,-0.001196,-0.002261,-0.040359,-0.000395,0.009654,-0.005294,-0.003154,0.056567,-0.011147,0.06418,0.000542,-0.002542,0.006439,0.000126,0.009686,0.00059,0.001968,0.005311,0.016755,0.005112,0.003053,0.021958,0.03117,0.009753,-0.013292,0.015773,0.010378
l1_volumeExpansion20,0.023304,0.00375,0.00406,-0.009355,0.265199,-0.000124,-0.000124,0.538497,-0.056829,0.156039,0.175707,-0.164383,-0.14887,0.122476,0.185673,0.203015,0.131202,-0.007964,-0.2273,0.181808,0.095723,0.018867,0.018362,0.014315,0.034935,0.067256,-0.003371,-0.066838,0.193659,-0.063359,0.32484,0.147825,0.065808,-0.022921,0.127403,-0.037579,0.039939,0.33017,0.229159,-0.0033,0.21348,-0.17725,0.133521,0.255198,0.181597,0.081723,0.439962,0.014347,0.166492,0.033203,0.000219,0.06387,-0.008098,-0.198907,5.6e-05,0.053767,-0.028892,0.150659,0.168527,0.205451,-0.001258,0.0627,0.148312,0.089788,0.225355,0.076487,0.028649,0.024682,0.359098,0.034052,0.014912,0.209338,-0.000941,0.022549,0.069748,0.078972,0.102355,0.077324,0.166244,0.31051,0.046586,1.0,0.498521,-0.054398,0.008629,0.112212,0.064576,-0.064631,0.023555,-0.191621,-0.010721,0.296572,0.003417,-0.056009,0.054727,0.009596,0.302953,0.312842,-0.348364,0.296572,0.045148,0.296139,0.321071,0.221324,0.03908,0.328391,0.277023,0.276781,-0.0987,-0.23131,0.319859,0.10365,-0.19824,0.362719,0.383218,0.325351,0.348364,0.081963,0.09627,0.062746,0.090084,-0.296849,0.269514,0.000773,0.024759,0.018506,-0.000166,0.002552,0.083929,0.06671,0.072736,0.078394,0.367423,0.066092,-0.099219,0.080826,0.717322
l1_volumeMomentumDivergence132710,0.030117,-0.003957,0.019724,0.004369,0.161008,3.3e-05,3.3e-05,0.314754,-0.033994,0.06449,0.071649,-0.049639,-0.049983,0.068505,0.087164,0.158777,0.127888,-0.033246,-0.138354,0.137139,0.065797,0.005747,-0.007518,-0.014828,-0.000189,0.066082,0.013345,-0.053837,0.075476,-0.030594,0.156416,0.06626,0.097905,-0.074075,0.208607,0.080547,0.048541,0.156187,0.081451,0.103408,0.095004,-0.072747,0.061197,0.112169,0.087753,-0.038817,0.165889,-0.014792,0.061979,-0.013975,0.00131,0.032391,-0.019787,-0.188373,-0.015146,0.051839,0.05884,0.075874,0.09204,0.113235,-0.005097,0.027533,0.048986,0.064181,0.11883,0.044873,-0.002492,0.026662,0.248974,0.009323,0.013077,0.091365,0.012361,-0.001277,0.044582,0.04524,0.0644,0.04248,0.074893,0.172754,0.015065,0.498521,1.0,0.021187,0.050456,0.023932,0.059725,0.026732,-0.031845,-0.065541,-0.050902,0.222013,0.050033,-0.059883,-0.001469,-0.03028,0.174221,0.159935,-0.210035,0.222013,-0.014326,0.153555,0.165023,0.131659,-0.022313,0.164664,0.114121,0.142641,-0.142048,-0.196528,0.19296,0.031003,-0.154652,0.220914,0.221871,0.188075,0.210035,0.039182,0.00538,-0.004783,-0.009931,-0.161253,0.119945,-0.005064,-0.021488,-0.011889,0.000317,-0.05456,-0.033849,-0.034029,-0.053852,-0.001672,0.166078,0.014865,-0.035113,-0.04123,0.225508
mom_12m_1m,-0.066799,-0.000752,-0.052623,-0.048655,0.083601,0.000123,0.000123,-0.039864,0.299814,0.052026,0.025618,0.007351,0.003547,0.10256,0.051749,0.029961,0.072859,0.024924,-0.035156,0.20958,0.10456,0.009763,-0.01673,-0.0299,-0.001497,0.123872,0.040433,0.006558,0.010433,0.005484,-0.149928,0.006933,0.012175,0.030497,0.248418,0.261562,0.217607,0.01042,-0.142279,0.099016,0.002123,-0.286352,-0.054136,-0.070805,0.018285,-0.058833,-0.042684,-0.030017,0.033873,-0.05102,0.003811,0.01219,-0.089493,-0.103676,-0.011463,0.014286,0.222138,0.020355,0.045165,0.020903,-0.009823,-0.044186,0.184056,-0.018434,0.092615,0.055273,0.27107,-0.01315,-0.102749,0.002475,0.294871,0.019991,0.335521,0.304525,0.03281,0.054843,-0.021852,0.044168,0.044753,-0.003695,0.001929,-0.054398,0.021187,1.0,0.764573,0.416204,0.650901,0.707383,0.180216,-0.019405,-0.560615,0.035243,0.919045,-0.172664,0.053712,-0.322522,0.034927,0.00985,-0.014148,0.035243,0.150605,0.019899,0.016107,-0.025082,0.051956,0.022747,0.014185,0.071023,-0.165326,-0.059031,0.016206,0.061184,-0.081178,0.018416,-0.01006,0.026011,0.014148,0.023852,0.118775,-0.007775,0.095381,-0.01997,0.007986,-0.308282,-0.060531,0.06206,-0.113494,-0.302407,-0.276756,-0.22471,-0.284576,-0.262394,0.097692,0.026543,-0.000987,-0.355121,-0.08403
mom_9m,-0.016059,0.006012,-0.013307,-0.02338,0.176575,4.6e-05,4.6e-05,-0.017167,0.464161,0.218309,0.111006,-0.139527,-0.071247,0.261973,0.139415,0.161861,0.184025,0.194714,-0.236493,0.285761,0.153398,0.022765,0.02245,0.006763,0.04258,0.154061,0.038327,0.005163,0.004585,0.007362,0.023298,0.017995,0.02062,0.036596,0.321585,0.327139,0.38497,0.162775,0.041632,0.106869,0.023125,-0.330391,-0.001811,0.003086,0.085883,0.053662,0.040616,0.006661,0.113672,-0.099331,0.02475,0.045764,-0.068454,-0.214757,0.022981,0.052888,0.284407,0.08141,0.107562,0.105354,-0.08538,0.058657,0.436389,0.01718,0.318868,0.113961,0.251034,0.07307,0.011329,0.044116,0.3109,0.290095,0.269676,0.2826,0.093346,0.143141,-0.006971,0.09888,0.198814,0.203157,-0.002894,0.008629,0.050456,0.764573,1.0,0.590946,0.817327,0.859777,0.390122,-0.297574,-0.768146,0.245935,0.818086,-0.175856,0.143769,-0.328061,0.230111,0.213165,-0.241962,0.245935,0.358368,0.22767,0.21811,0.097551,0.061056,0.188716,0.124427,0.308001,-0.215088,-0.247438,0.180101,0.247445,-0.208787,0.200552,0.113347,0.224798,0.241962,0.082612,0.367244,-0.000508,0.283383,-0.188349,0.139538,-0.294369,-0.097281,0.00337,-0.102568,-0.301334,-0.297547,-0.181915,-0.22205,-0.332273,0.276939,-0.049284,-0.07873,-0.396992,0.05029
mom_close_to_52w_high,0.032797,0.026192,0.025447,-1.1e-05,0.152249,4.5e-05,4.5e-05,0.020266,0.519934,0.357116,0.20732,-0.377357,-0.218842,0.279115,0.174997,0.135641,0.092145,0.297621,-0.343902,-0.056297,0.040694,0.055648,0.133277,0.143679,0.140524,-0.026979,-0.016768,0.028379,0.047642,0.017199,0.131491,0.013717,0.017792,0.018051,0.137338,0.119809,0.42028,0.303987,0.174988,-0.115795,0.043299,-0.3002,0.06939,0.084082,0.127027,0.150694,0.120429,0.143656,0.18782,-0.057698,0.048044,0.052488,0.057546,-0.100164,0.063872,0.031692,-0.094723,0.098084,0.102176,0.164993,-0.146548,0.19952,0.572213,0.066461,0.392539,0.091658,0.272427,0.151467,0.09729,0.052054,0.238491,0.427927,0.15572,0.287625,0.079485,0.139782,0.035372,0.099171,0.261741,0.375559,0.000345,0.112212,0.023932,0.416204,0.590946,1.0,0.770069,0.586667,0.485617,-0.434781,-0.610134,0.369214,0.503033,-0.228886,0.183932,-0.003862,0.353702,0.378273,-0.40217,0.369214,0.465118,0.398337,0.38058,0.272976,0.122887,0.363221,0.257013,0.438091,0.067518,-0.285432,0.300993,0.303115,-0.239038,0.333476,0.259854,0.400974,0.40217,0.124851,0.491802,0.042573,0.340824,-0.349453,0.276488,-0.061203,0.159431,0.162955,-0.010643,-0.188599,0.206098,0.263243,0.399641,0.108953,0.324399,-0.005236,-0.209103,0.026767,0.241098
mom_hl52,0.03432,0.013105,0.028733,0.000539,0.246048,4.5e-05,4.5e-05,0.002091,0.605973,0.366272,0.210197,-0.27558,-0.164088,0.39581,0.234365,0.252827,0.246812,0.318162,-0.386288,0.290766,0.171312,0.040004,0.082899,0.06976,0.108204,0.146546,0.026341,0.025511,0.041189,0.017419,0.115007,0.020572,0.019494,0.023226,0.368116,0.364643,0.566472,0.299475,0.176483,0.083035,0.033414,-0.402312,0.056598,0.0726,0.149279,0.140682,0.10727,0.069653,0.205881,-0.089854,0.037004,0.076154,-0.031309,-0.227396,0.025448,0.06293,0.267195,0.136726,0.168516,0.176869,-0.175976,0.17989,0.63668,0.053987,0.492149,0.169605,0.310375,0.17017,0.07838,0.065682,0.32784,0.457857,0.245932,0.333296,0.127151,0.198895,0.014592,0.155552,0.333433,0.359426,-0.003968,0.064576,0.059725,0.650901,0.817327,0.770069,1.0,0.768453,0.544309,-0.466635,-0.788402,0.419612,0.791481,-0.252233,0.19454,-0.335059,0.404838,0.378117,-0.413048,0.419612,0.515093,0.420909,0.381234,0.195654,0.063945,0.360841,0.255245,0.50707,-0.20264,-0.396811,0.306309,0.379969,-0.331056,0.344006,0.233131,0.413394,0.413048,0.148173,0.541838,0.019156,0.442909,-0.36032,0.266729,-0.296334,-0.029388,0.055772,-0.105644,-0.350058,-0.206181,-0.082103,-0.110586,-0.313577,0.328919,-0.069473,-0.172421,-0.37461,0.168519
mom_ma50_200_ratio,-0.096033,0.005618,-0.070818,-0.076157,0.100645,4.2e-05,4.2e-05,-0.060985,0.477745,0.115338,0.032894,-0.048626,-0.001549,0.164213,0.061091,0.063361,0.103277,0.087901,-0.101768,0.237396,0.128154,0.016875,-0.012771,-0.02266,0.0116,0.130036,0.033239,-0.005746,-0.032934,0.003308,-0.191991,0.0138,0.02016,0.030418,0.300113,0.318786,0.380022,0.026044,-0.228993,0.098272,-0.008152,-0.304765,-0.095961,-0.120495,0.024304,-0.033958,-0.034809,-0.022806,0.05232,-0.080031,3e-05,0.019542,-0.09296,-0.139643,0.002432,0.028777,0.258654,0.028377,0.049089,0.03709,-0.035141,-0.005594,0.31879,-0.015201,0.174826,0.061193,0.251498,0.039568,-0.130407,0.015031,0.281065,0.119263,0.238153,0.282128,0.044357,0.078948,-0.028035,0.047988,0.086854,0.054425,-0.00428,-0.064631,0.026732,0.707383,0.859777,0.586667,0.768453,1.0,0.315486,-0.127097,-0.872844,0.086541,0.715183,-0.183064,0.110806,-0.307658,0.074506,0.05266,-0.069039,0.086541,0.263544,0.07214,0.055756,0.00577,0.053407,0.054294,0.018769,0.13647,-0.193777,-0.113591,0.04781,0.137701,-0.110394,0.049989,-0.006084,0.075077,0.069039,0.027154,0.231772,-0.018102,0.168062,-0.048935,0.018058,-0.267459,-0.072665,0.000119,-0.095439,-0.317947,-0.2733,-0.137773,-0.164985,-0.296502,0.246197,-0.004553,-0.001016,-0.374099,-0.072559
mom_macd_trend_10,0.031669,0.019242,0.019364,-0.02062,0.146939,0.012687,0.012687,-0.087325,0.753522,0.412703,0.081833,-0.344606,-0.058652,0.411039,0.097496,0.282432,0.256035,0.441192,-0.49644,0.210574,0.131367,0.03442,-0.00643,-0.005757,0.029264,0.100499,0.014337,-0.121376,-0.237229,-0.029657,0.126581,0.011018,-0.003919,0.04988,0.266538,0.269949,0.541844,0.157913,0.402727,0.060277,0.007692,-0.197362,-0.113147,-0.093211,0.0642,0.281554,0.148725,-0.005741,0.076846,-0.09829,0.010405,0.012026,-0.014665,-0.214845,0.052553,0.031634,0.208785,0.035105,0.043547,0.105681,-0.087824,0.158303,0.81979,0.040452,0.545934,0.046078,0.115273,0.140867,-0.012401,0.073496,0.169742,0.621845,0.050469,0.122061,0.135732,0.203832,0.001273,0.030909,0.290757,0.420476,-0.00812,0.023555,-0.031845,0.180216,0.390122,0.485617,0.544309,0.315486,1.0,-0.645935,-0.484378,0.428854,0.349267,-0.124946,0.271372,-0.122889,0.340272,0.314618,-0.414163,0.428854,0.976715,0.381259,0.316742,0.255786,0.136689,0.299272,0.110891,0.499043,-0.147437,-0.434728,0.296578,0.517941,-0.213136,0.292924,0.122344,0.416905,0.414163,0.025655,0.845447,-0.052167,0.566594,-0.25095,0.104658,-0.105519,-0.038682,-0.03937,-0.025075,-0.158686,-0.103109,0.000874,-0.029901,-0.259051,0.312031,-0.159263,-0.004554,-0.249244,0.293011
mom_reversal_1m,-0.179654,-0.017852,-0.135338,-0.092698,-0.293108,5.1e-05,5.1e-05,-0.064409,-0.412181,-0.600763,-0.296377,0.529882,0.262664,-0.570156,-0.29858,-0.425129,-0.360441,-0.606594,0.715451,-0.221556,-0.138505,-0.038062,-0.126249,-0.111579,-0.133908,-0.105489,-0.011058,0.007107,0.031376,-0.005521,-0.624855,-0.001762,0.031962,-0.030069,-0.241402,-0.215493,-0.422552,-0.512225,-0.675153,-0.041604,-0.067893,0.206112,-0.192019,-0.26646,-0.214311,-0.333126,-0.242706,-0.111622,-0.256623,0.108235,-0.068275,-0.092386,-0.046545,0.307326,-0.0659,-0.078827,-0.145613,-0.183275,-0.199597,-0.25006,0.226159,-0.310265,-0.793744,-0.111011,-0.745341,-0.188054,-0.096744,-0.228804,-0.422073,-0.141695,-0.154287,-0.961406,-0.026445,-0.101962,-0.230084,-0.316706,-0.05441,-0.176965,-0.56146,-0.715054,0.009292,-0.191621,-0.065541,-0.019405,-0.297574,-0.434781,-0.466635,-0.127097,-0.645935,1.0,0.358706,-0.717692,-0.274567,0.096713,-0.262168,0.118123,-0.689584,-0.697616,0.789391,-0.717692,-0.664318,-0.719337,-0.684291,-0.423492,-0.0872,-0.562024,-0.368845,-0.794621,0.097389,0.633594,-0.559669,-0.657307,0.444139,-0.619174,-0.420777,-0.679777,-0.789391,-0.192788,-0.824014,-0.021866,-0.605996,0.571802,-0.442596,0.102738,0.012466,0.016205,0.029156,0.102702,0.045555,-0.031817,-0.00179,0.202924,-0.333839,0.204724,0.264124,0.175298,-0.411901
mom_reversal_6m,0.019777,-0.009099,0.011981,0.030507,-0.192302,4.8e-05,4.8e-05,0.023451,-0.57927,-0.253712,-0.128664,0.175282,0.089211,-0.291334,-0.154896,-0.192372,-0.208453,-0.231482,0.277513,-0.283599,-0.159768,-0.030082,-0.033816,-0.020184,-0.05632,-0.149727,-0.034035,-0.006212,-0.004586,-0.007708,-0.009453,-0.020638,-0.021498,-0.027249,-0.321443,-0.327978,-0.479929,-0.197191,-0.021466,-0.097422,-0.018512,0.30793,0.008197,0.004216,-0.100527,-0.077436,-0.054443,-0.020091,-0.130437,0.103339,-0.029286,-0.051995,0.05579,0.229735,-0.031022,-0.060483,-0.282176,-0.092663,-0.11488,-0.121469,0.108255,-0.09867,-0.539784,-0.025339,-0.382172,-0.121264,-0.215206,-0.111442,0.001514,-0.047258,-0.263478,-0.349529,-0.184356,-0.239381,-0.101434,-0.155263,0.005323,-0.106428,-0.228413,-0.251135,0.004015,-0.010721,-0.050902,-0.560615,-0.768146,-0.610134,-0.788402,-0.872844,-0.484378,0.358706,1.0,-0.28935,-0.653621,0.164584,-0.179044,0.293056,-0.270345,-0.258556,0.292305,-0.28935,-0.442236,-0.270822,-0.264763,-0.124886,-0.040613,-0.225195,-0.147929,-0.366829,0.213377,0.287207,-0.21594,-0.288494,0.231174,-0.240079,-0.141693,-0.26733,-0.292305,-0.093978,-0.447828,0.002806,-0.337875,0.223604,-0.16959,0.244724,0.081312,0.024681,0.084663,0.275758,0.262387,0.093182,0.15007,0.326955,-0.335147,0.074166,0.097044,0.372297,-0.074476
mom_rsi_14,0.273752,0.015531,0.219841,0.155869,0.322314,5.1e-05,5.1e-05,0.160757,0.250387,0.568067,0.408582,-0.504918,-0.368487,0.528946,0.402071,0.502737,0.399597,0.529986,-0.700557,0.200166,0.129979,0.045121,0.172695,0.156405,0.184402,0.092284,0.003585,0.007877,0.150695,0.010411,0.675068,0.007235,-0.025735,0.004546,0.212064,0.147787,0.392456,0.632115,0.681488,0.036759,0.067993,-0.186773,0.317698,0.424201,0.286094,0.226232,0.232886,0.156457,0.33331,-0.09376,0.080037,0.113291,0.048102,-0.276231,0.045335,0.082461,0.083434,0.231614,0.261747,0.295265,-0.299749,0.391376,0.648805,0.134349,0.752994,0.238257,0.092375,0.293403,0.615404,0.128657,0.138153,0.737738,0.027498,0.095735,0.181941,0.245375,0.083805,0.236894,0.586597,0.751418,0.002473,0.296572,0.222013,0.035243,0.245935,0.369214,0.419612,0.086541,0.428854,-0.717692,-0.28935,1.0,0.240538,-0.09981,0.183032,-0.093817,0.84959,0.761095,-0.86298,1.0,0.466614,0.822527,0.765727,0.568939,0.029653,0.744396,0.531673,0.86566,-0.063016,-0.796456,0.67432,0.486345,-0.596353,0.750093,0.577352,0.862465,0.86298,0.266799,0.59833,0.046222,0.507405,-0.772181,0.553778,-0.089003,0.007613,0.003894,-0.029365,-0.081022,-0.023521,0.033027,0.009469,-0.123947,0.288598,-0.124537,-0.349355,-0.109961,0.37437
mom_vol_adj_12m,-0.016527,0.000265,-0.014128,-0.023232,0.180627,4.5e-05,4.5e-05,-0.017315,0.418096,0.224314,0.112667,-0.131399,-0.066145,0.280288,0.147408,0.157464,0.183554,0.189492,-0.233396,0.313253,0.156775,0.014674,0.015274,-0.004131,0.034527,0.167593,0.043342,0.005429,0.005699,0.006919,0.029739,0.014046,0.021313,0.045451,0.359803,0.366541,0.371379,0.151317,0.054379,0.136627,0.023996,-0.363322,0.002691,0.008153,0.083939,0.042793,0.032142,-0.00426,0.11132,-0.092599,0.015586,0.050111,-0.081758,-0.207574,-0.006707,0.051562,0.309239,0.083506,0.11317,0.10163,-0.081057,0.044342,0.398489,0.014163,0.312909,0.120446,0.299513,0.059209,0.01789,0.041044,0.336562,0.268005,0.339447,0.336392,0.103636,0.153007,-0.005057,0.103489,0.203152,0.181344,-0.003424,0.003417,0.050033,0.919045,0.818086,0.503033,0.791481,0.715183,0.349267,-0.274567,-0.653621,0.240538,1.0,-0.212185,0.133645,-0.384991,0.225815,0.198777,-0.225358,0.240538,0.324646,0.216697,0.201003,0.084821,0.077671,0.181044,0.118806,0.29684,-0.232734,-0.248855,0.166495,0.244998,-0.223303,0.188029,0.098912,0.215977,0.225358,0.082968,0.335937,-0.001236,0.280411,-0.179484,0.130582,-0.358898,-0.072843,0.050052,-0.139373,-0.359439,-0.32726,-0.229123,-0.321573,-0.365642,0.198895,-0.041393,-0.073952,-0.449848,0.036457
size_log_mktcap,0.006155,-0.025162,0.00469,0.013282,-0.172278,-0.000494,-0.000494,0.009202,-0.128119,-0.118639,-0.060803,0.036011,0.019314,-0.180298,-0.094943,-0.011853,0.008488,-0.074266,0.104536,-0.066477,-0.071207,-0.045281,-0.016677,-0.00957,-0.013445,-0.096365,-0.07259,-0.006233,-0.008573,-0.001177,-0.018303,-0.017544,-0.016793,-0.033019,-0.560976,-0.551435,-0.050597,-0.069094,-0.01351,-0.380729,-0.000431,0.409627,-0.010795,-0.010483,-0.039775,-0.03082,-0.026519,-0.009036,-0.115474,0.019786,-0.004824,-0.008756,0.025197,-0.006624,0.003296,-0.002215,-0.075622,-0.035754,-0.065811,-0.061074,0.001793,0.089925,-0.13095,-0.022987,-0.041901,-0.060184,-0.504578,0.020419,-0.022577,-0.016738,-0.150428,-0.095498,-0.184934,-0.421334,-0.043823,-0.051787,0.012232,-0.085026,-0.07304,-0.064937,-0.004777,-0.056009,-0.059883,-0.172664,-0.175856,-0.228886,-0.252233,-0.183064,-0.124946,0.096713,0.164584,-0.09981,-0.212185,1.0,0.005291,0.455292,-0.096136,-0.084521,0.089181,-0.09981,-0.097703,-0.130112,-0.085066,-0.046474,-0.032059,-0.138292,-0.092993,-0.105507,0.079786,0.067958,-0.059477,-0.056914,0.191208,-0.07544,-0.067936,-0.158509,-0.089181,-0.070913,-0.110623,-0.057098,-0.061043,0.113722,-0.063775,0.258642,-0.268019,-0.203257,0.090153,0.853311,0.051521,0.043501,-0.007848,0.075808,0.002545,-0.298163,0.062342,0.233599,-0.105708
tech_adx_14,0.020729,-0.00333,0.014135,-0.001941,0.106664,0.002362,0.002362,-0.075056,0.267085,0.153496,0.047499,-0.117069,-0.024409,0.166968,0.067063,0.105882,0.092103,0.19659,-0.205975,0.186852,0.107004,0.023078,-0.006236,-0.005929,0.022302,0.077445,0.003454,-0.040734,-0.048718,-0.015445,0.120942,0.132593,0.317953,0.340577,0.190314,0.184093,0.205395,0.094018,0.176435,0.018039,0.036504,-0.129453,-0.01393,0.006245,0.068872,0.344297,0.211277,-0.005935,-0.036163,-0.093227,0.012312,0.012039,-0.061666,-0.181578,-0.02038,0.050617,0.399533,0.048811,0.047737,0.060308,-0.011813,0.011132,0.311197,0.006263,0.189656,0.047366,-0.007148,0.050625,0.055264,0.019418,0.020524,0.255062,-0.021272,-0.002726,0.046746,0.055432,0.017771,-0.018349,0.119355,0.178833,-0.058671,0.054727,-0.001469,0.053712,0.143769,0.183932,0.19454,0.110806,0.271372,-0.262168,-0.179044,0.183032,0.133645,0.005291,1.0,-0.029938,0.170883,0.148335,-0.194091,0.183032,0.317668,0.161488,0.146155,0.123761,0.239661,0.106553,0.055756,0.191136,-0.391573,-0.179745,0.142748,0.197408,-0.005862,0.150785,0.086249,0.14201,0.194091,-0.010507,0.287873,-0.068028,0.198135,-0.118563,0.068477,-0.055722,-0.032893,-0.02822,-0.019315,-0.062833,-0.266438,-0.019462,-0.006296,-0.241342,0.26256,-0.183926,-0.017854,-0.186156,0.286361
