api_key,market,namespace,field,group,adoption_priority,adoption_mode,dataset_lane,quality_gate,replaces_twse_tpex_primary,stockvision_use
financial_statement:遞延所得稅,tw,financial_statement,遞延所得稅,fundamentals,P0,augment,fundamental_factor_diversity,"report_date_availability, no_lookahead, sector_normalization",True,"quality, value, growth, profitability, balance-sheet factors"
financial_statement:非流動負債,tw,financial_statement,非流動負債,fundamentals,P0,augment,fundamental_factor_diversity,"report_date_availability, no_lookahead, sector_normalization",True,"quality, value, growth, profitability, balance-sheet factors"
financial_statement:負債總額,tw,financial_statement,負債總額,fundamentals,P0,augment,fundamental_factor_diversity,"report_date_availability, no_lookahead, sector_normalization",True,"quality, value, growth, profitability, balance-sheet factors"
financial_statement:普通股股本,tw,financial_statement,普通股股本,fundamentals,P0,augment,fundamental_factor_diversity,"report_date_availability, no_lookahead, sector_normalization",True,"quality, value, growth, profitability, balance-sheet factors"
financial_statement:特別股股本,tw,financial_statement,特別股股本,fundamentals,P0,augment,fundamental_factor_diversity,"report_date_availability, no_lookahead, sector_normalization",True,"quality, value, growth, profitability, balance-sheet factors"
financial_statement:預收股款,tw,financial_statement,預收股款,fundamentals,P0,augment,fundamental_factor_diversity,"report_date_availability, no_lookahead, sector_normalization",True,"quality, value, growth, profitability, balance-sheet factors"
financial_statement:待分配股票股利,tw,financial_statement,待分配股票股利,fundamentals,P0,augment,fundamental_factor_diversity,"report_date_availability, no_lookahead, sector_normalization",True,"quality, value, growth, profitability, balance-sheet factors"
financial_statement:換股權利證書,tw,financial_statement,換股權利證書,fundamentals,P0,augment,fundamental_factor_diversity,"report_date_availability, no_lookahead, sector_normalization",True,"quality, value, growth, profitability, balance-sheet factors"
financial_statement:股本,tw,financial_statement,股本,fundamentals,P0,augment,fundamental_factor_diversity,"report_date_availability, no_lookahead, sector_normalization",True,"quality, value, growth, profitability, balance-sheet factors"
financial_statement:資本公積合計,tw,financial_statement,資本公積合計,fundamentals,P0,augment,fundamental_factor_diversity,"report_date_availability, no_lookahead, sector_normalization",True,"quality, value, growth, profitability, balance-sheet factors"
financial_statement:法定盈餘公積,tw,financial_statement,法定盈餘公積,fundamentals,P0,augment,fundamental_factor_diversity,"report_date_availability, no_lookahead, sector_normalization",True,"quality, value, growth, profitability, balance-sheet factors"
financial_statement:未分配盈餘,tw,financial_statement,未分配盈餘,fundamentals,P0,augment,fundamental_factor_diversity,"report_date_availability, no_lookahead, sector_normalization",True,"quality, value, growth, profitability, balance-sheet factors"
financial_statement:保留盈餘,tw,financial_statement,保留盈餘,fundamentals,P0,augment,fundamental_factor_diversity,"report_date_availability, no_lookahead, sector_normalization",True,"quality, value, growth, profitability, balance-sheet factors"
financial_statement:其他權益,tw,financial_statement,其他權益,fundamentals,P0,augment,fundamental_factor_diversity,"report_date_availability, no_lookahead, sector_normalization",True,"quality, value, growth, profitability, balance-sheet factors"
financial_statement:庫藏股票帳面值,tw,financial_statement,庫藏股票帳面值,fundamentals,P0,augment,fundamental_factor_diversity,"report_date_availability, no_lookahead, sector_normalization",True,"quality, value, growth, profitability, balance-sheet factors"
financial_statement:母公司股東權益合計,tw,financial_statement,母公司股東權益合計,fundamentals,P0,augment,fundamental_factor_diversity,"report_date_availability, no_lookahead, sector_normalization",True,"quality, value, growth, profitability, balance-sheet factors"
financial_statement:共同控制下前手權益,tw,financial_statement,共同控制下前手權益,fundamentals,P0,augment,fundamental_factor_diversity,"report_date_availability, no_lookahead, sector_normalization",True,"quality, value, growth, profitability, balance-sheet factors"
financial_statement:合併前非屬共同控制股權,tw,financial_statement,合併前非屬共同控制股權,fundamentals,P0,augment,fundamental_factor_diversity,"report_date_availability, no_lookahead, sector_normalization",True,"quality, value, growth, profitability, balance-sheet factors"
financial_statement:非控制權益,tw,financial_statement,非控制權益,fundamentals,P0,augment,fundamental_factor_diversity,"report_date_availability, no_lookahead, sector_normalization",True,"quality, value, growth, profitability, balance-sheet factors"
financial_statement:股東權益總額,tw,financial_statement,股東權益總額,fundamentals,P0,augment,fundamental_factor_diversity,"report_date_availability, no_lookahead, sector_normalization",True,"quality, value, growth, profitability, balance-sheet factors"
financial_statement:負債及股東權益總額,tw,financial_statement,負債及股東權益總額,fundamentals,P0,augment,fundamental_factor_diversity,"report_date_availability, no_lookahead, sector_normalization",True,"quality, value, growth, profitability, balance-sheet factors"
financial_statement:營業收入淨額,tw,financial_statement,營業收入淨額,fundamentals,P0,augment,fundamental_factor_diversity,"report_date_availability, no_lookahead, sector_normalization",True,"quality, value, growth, profitability, balance-sheet factors"
financial_statement:營業成本,tw,financial_statement,營業成本,fundamentals,P0,augment,fundamental_factor_diversity,"report_date_availability, no_lookahead, sector_normalization",True,"quality, value, growth, profitability, balance-sheet factors"
financial_statement:營業毛利,tw,financial_statement,營業毛利,fundamentals,P0,augment,fundamental_factor_diversity,"report_date_availability, no_lookahead, sector_normalization",True,"quality, value, growth, profitability, balance-sheet factors"
financial_statement:營業費用,tw,financial_statement,營業費用,fundamentals,P0,augment,fundamental_factor_diversity,"report_date_availability, no_lookahead, sector_normalization",True,"quality, value, growth, profitability, balance-sheet factors"
financial_statement:研究發展費,tw,financial_statement,研究發展費,fundamentals,P0,augment,fundamental_factor_diversity,"report_date_availability, no_lookahead, sector_normalization",True,"quality, value, growth, profitability, balance-sheet factors"
financial_statement:推銷費用,tw,financial_statement,推銷費用,fundamentals,P0,augment,fundamental_factor_diversity,"report_date_availability, no_lookahead, sector_normalization",True,"quality, value, growth, profitability, balance-sheet factors"
financial_statement:管理費用,tw,financial_statement,管理費用,fundamentals,P0,augment,fundamental_factor_diversity,"report_date_availability, no_lookahead, sector_normalization",True,"quality, value, growth, profitability, balance-sheet factors"
financial_statement:預期信用減損_損失_利益_營業費用,tw,financial_statement,預期信用減損_損失_利益_營業費用,fundamentals,P0,augment,fundamental_factor_diversity,"report_date_availability, no_lookahead, sector_normalization",True,"quality, value, growth, profitability, balance-sheet factors"
financial_statement:其他收益及費損淨額,tw,financial_statement,其他收益及費損淨額,fundamentals,P0,augment,fundamental_factor_diversity,"report_date_availability, no_lookahead, sector_normalization",True,"quality, value, growth, profitability, balance-sheet factors"
financial_statement:營業利益,tw,financial_statement,營業利益,fundamentals,P0,augment,fundamental_factor_diversity,"report_date_availability, no_lookahead, sector_normalization",True,"quality, value, growth, profitability, balance-sheet factors"
financial_statement:財務成本,tw,financial_statement,財務成本,fundamentals,P0,augment,fundamental_factor_diversity,"report_date_availability, no_lookahead, sector_normalization",True,"quality, value, growth, profitability, balance-sheet factors"
financial_statement:採權益法之關聯企業及合資損益之份額,tw,financial_statement,採權益法之關聯企業及合資損益之份額,fundamentals,P0,augment,fundamental_factor_diversity,"report_date_availability, no_lookahead, sector_normalization",True,"quality, value, growth, profitability, balance-sheet factors"
financial_statement:營業外收入及支出,tw,financial_statement,營業外收入及支出,fundamentals,P0,augment,fundamental_factor_diversity,"report_date_availability, no_lookahead, sector_normalization",True,"quality, value, growth, profitability, balance-sheet factors"
financial_statement:稅前淨利,tw,financial_statement,稅前淨利,fundamentals,P0,augment,fundamental_factor_diversity,"report_date_availability, no_lookahead, sector_normalization",True,"quality, value, growth, profitability, balance-sheet factors"
financial_statement:所得稅費用,tw,financial_statement,所得稅費用,fundamentals,P0,augment,fundamental_factor_diversity,"report_date_availability, no_lookahead, sector_normalization",True,"quality, value, growth, profitability, balance-sheet factors"
financial_statement:繼續營業單位損益,tw,financial_statement,繼續營業單位損益,fundamentals,P0,augment,fundamental_factor_diversity,"report_date_availability, no_lookahead, sector_normalization",True,"quality, value, growth, profitability, balance-sheet factors"
